1553077081.0,0.0,1827,0
1553077081.0,0.1,1817,0
1553077081.0,0.2,1812,0
1553077081.0,0.3,1806,0
1553077081.0,0.4,1802,0
1553077081.0,0.5,1667,0
1553077081.0,0.6,1631,0
1553077081.0,0.7,1512,280
1553077082.5,0.8,1486,280
1553077082.5,0.9,1453,280
1553077082.5,1.0,1449,280
1553077082.5,1.1,1447,280
1553077082.5,1.2,1432,280
1553077082.5,1.3,1431,280
1553077082.5,1.4,1566,560
1553077083.7,1.5,1605,560
1553077083.7,1.6,1614,560
1553077083.7,1.7,1621,560
1553077083.7,1.8,1636,560
1553077083.7,1.9,1641,560
1553077083.7,2.0,1654,560
1553077083.7,2.1,1658,700
1553077084.9,2.2,1638,700
1553077084.9,2.3,1618,700
1553077084.9,2.4,1609,700
1553077084.9,2.5,1602,700
1553077084.9,2.6,1632,700
1553077084.9,2.7,1674,700
1553077084.9,2.8,1643,840
1553077085.2,2.9,1616,840
1553077085.2,3.0,1592,840
1553077085.2,3.1,1585,840
1553077085.2,3.2,1620,840
1553077085.2,3.3,1652,840
1553077085.2,3.4,1624,840
1553077085.2,3.5,1593,980
1553077086.4,3.6,1581,980
1553077086.4,3.7,1583,980
1553077086.4,3.8,1602,980
1553077086.4,3.9,1636,980
1553077086.4,4.0,1623,980
1553077086.4,4.1,1577,980
1553077086.4,4.2,1493,1260
1553077087.6,4.3,1495,1260
1553077087.6,4.4,1494,1260
1553077087.6,4.5,1501,1260
1553077087.6,4.6,1510,1260
1553077087.6,4.7,1534,1260
1553077087.6,4.8,1544,1260
1553077087.6,4.9,1536,1400
1553077088.5,5.0,1537,1400
1553077088.5,5.1,1556,1400
1553077088.5,5.2,1575,1400
1553077088.5,5.3,1595,1400
1553077088.5,5.4,1594,1400
1553077088.5,5.5,1574,1400
1553077088.5,5.6,1549,1540
1553077089.4,5.7,1554,1540
1553077089.4,5.8,1565,1540
1553077089.4,5.9,1570,1540
1553077089.4,6.0,1563,1540
1553077089.4,6.1,1547,1540
1553077089.4,6.2,1527,1540
1553077089.4,6.3,1519,1680
1553077090.0,6.4,1519,1680
1553077090.0,6.5,1523,1680
1553077090.0,6.6,1521,1680
1553077090.0,6.7,1518,1680
1553077090.0,6.8,1521,1680
1553077090.0,6.9,1549,1680
1553077090.0,7.0,1517,1960
1553077090.9,7.1,1518,1960
1553077090.9,7.2,1552,1960
1553077090.9,7.3,1543,1960
1553077090.9,7.4,1541,1960
1553077090.9,7.5,1547,1960
1553077090.9,7.6,1566,1960
1553077090.9,7.7,1585,2100
1553077091.5,7.8,1605,2100
1553077091.5,7.9,1637,2100
1553077091.5,8.0,1672,2100
1553077091.5,8.1,1675,2100
1553077091.5,8.2,1679,2100
1553077091.5,8.3,1698,2100
1553077091.5,8.4,1626,2380
1553077093.0,8.5,1625,2380
1553077093.0,8.6,1614,2380
1553077093.0,8.7,1598,2380
1553077093.0,8.8,1580,2380
1553077093.0,8.9,1555,2380
1553077093.0,9.0,1541,2380
1553077093.0,9.1,1614,2940
1553077098.8,9.2,1604,2940
1553077098.8,9.3,1596,2940
1553077098.8,9.4,1580,2940
1553077098.8,9.5,1578,2940
1553077098.8,9.6,1587,2940
1553077098.8,9.7,1591,2940
1553077098.8,9.8,1604,3080
1553077099.2,9.9,1619,3080
1553077099.2,10.0,1627,3080
1553077099.2,10.1,1638,3080
1553077099.2,10.2,1651,3080
1553077099.2,10.3,1668,3080
1553077099.2,10.4,1695,3080
1553077099.2,10.5,1674,3500
1553077099.6,10.6,1652,3500
1553077099.6,10.7,1617,3500
1553077099.6,10.8,1594,3500
1553077099.6,10.9,1576,3500
1553077099.6,11.0,1570,3500
1553077099.6,11.1,1572,3500
1553077099.6,11.2,1579,3640
1553077099.6,11.3,1584,3640
1553077099.6,11.4,1576,3640
1553077099.6,11.5,1593,3640
1553077099.6,11.6,1627,3640
1553077099.6,11.7,1651,3640
1553077099.6,11.8,1642,3640
1553077099.6,11.9,1629,3780
1553077099.9,12.0,1604,3780
1553077099.9,12.1,1585,3780
1553077099.9,12.2,1583,3780
1553077099.9,12.3,1581,3780
1553077099.9,12.4,1575,3780
1553077099.9,12.5,1565,3780
1553077099.9,12.6,1543,4060
1553077101.7,12.7,1540,4060
1553077101.7,12.8,1534,4060
1553077101.7,12.9,1537,4060
1553077101.7,13.0,1544,4060
1553077101.7,13.1,1537,4060
1553077101.7,13.2,1531,4060
1553077101.7,13.3,1548,4200
1553077101.9,13.4,1549,4200
1553077101.9,13.5,1543,4200
1553077101.9,13.6,1535,4200
1553077101.9,13.7,1533,4200
1553077101.9,13.8,1537,4200
1553077101.9,13.9,1542,4200
1553077101.9,14.0,1733,4620
1553077104.1,14.1,1726,4620
1553077104.1,14.2,1651,4620
1553077104.1,14.3,1604,4620
1553077104.1,14.4,1587,4620
1553077104.1,14.5,1596,4620
1553077104.1,14.6,1652,4620
1553077104.1,14.7,1650,4760
1553077105.1,14.8,1592,4760
1553077105.1,14.9,1535,4760
1553077105.1,15.0,1532,4760
1553077105.1,15.1,1589,4760
1553077105.1,15.2,1649,4760
1553077105.1,15.3,1627,4760
1553077105.1,15.4,1536,4900
1553077105.4,15.5,1491,4900
1553077105.4,15.6,1525,4900
1553077105.4,15.7,1576,4900
1553077105.4,15.8,1569,4900
1553077105.4,15.9,1554,4900
1553077105.4,16.0,1526,4900
1553077105.4,16.1,1437,5320
1553077107.5,16.2,1436,5320
1553077107.5,16.3,1467,5320
1553077107.5,16.4,1491,5320
1553077107.5,16.5,1503,5320
1553077107.5,16.6,1510,5320
1553077107.5,16.7,1501,5320
1553077107.5,16.8,1670,6160
1553077111.7,16.9,1715,6160
1553077111.7,17.0,1745,6160
1553077111.7,17.1,1758,6160
1553077111.7,17.2,1784,6160
1553077111.7,17.3,1813,6160
1553077111.7,17.4,1835,6160
1553077111.7,17.5,1840,6300
1553077112.5,17.6,1821,6300
1553077112.5,17.7,1781,6300
1553077112.5,17.8,1735,6300
1553077112.5,17.9,1724,6300
1553077112.5,18.0,1699,6300
1553077112.5,18.1,1649,6300
1553077112.5,18.2,1391,7000
1553077115.9,18.3,1383,7000
1553077115.9,18.4,1371,7000
1553077115.9,18.5,1366,7000
1553077115.9,18.6,1360,7000
1553077115.9,18.7,1338,7000
1553077115.9,18.8,1336,7000
1553077115.9,18.9,1424,7140
1553077116.6,19.0,1486,7140
1553077116.6,19.1,1605,7140
1553077116.6,19.2,1526,7140
1553077116.6,19.3,1477,7140
1553077116.6,19.4,1434,7140
1553077116.6,19.5,1418,7140
1553077116.6,19.6,1433,7280
1553077117.3,19.7,1427,7280
1553077117.3,19.8,1349,7280
1553077117.3,19.9,1385,7280
1553077117.3,20.0,1539,7280
1553077117.3,20.1,1611,7280
1553077117.3,20.2,1629,7280
1553077117.3,20.3,1651,7420
